               name               | abbrev | utc_offset | is_dst 
 NZ                               | NZST   | 12:00:00   | f
 NZ-CHAT                          | +1245  | 12:45:00   | f
 Pacific/Apia                     | +13    | 13:00:00   | f
 Pacific/Auckland                 | NZST   | 12:00:00   | f
 Pacific/Bougainville             | +11    | 11:00:00   | f
 Pacific/Chatham                  | +1245  | 12:45:00   | f
 Pacific/Chuuk                    | +10    | 10:00:00   | f
 Pacific/Easter                   | -06    | -06:00:00  | f
 Pacific/Efate                    | +11    | 11:00:00   | f
 Pacific/Enderbury                | +13    | 13:00:00   | f
 Pacific/Fakaofo                  | +13    | 13:00:00   | f
 Pacific/Fiji                     | +12    | 12:00:00   | f
 Pacific/Funafuti                 | +12    | 12:00:00   | f
 Pacific/Galapagos                | -06    | -06:00:00  | f
 Pacific/Gambier                  | -09    | -09:00:00  | f
 Pacific/Guadalcanal              | +11    | 11:00:00   | f
 Pacific/Guam                     | ChST   | 10:00:00   | f
 Pacific/Honolulu                 | HST    | -10:00:00  | f
 Pacific/Johnston                 | HST    | -10:00:00  | f
 Pacific/Kiritimati               | +14    | 14:00:00   | f
 Pacific/Kosrae                   | +11    | 11:00:00   | f
 Pacific/Kwajalein                | +12    | 12:00:00   | f
 Pacific/Majuro                   | +12    | 12:00:00   | f
 Pacific/Marquesas                | -0930  | -09:30:00  | f
 Pacific/Midway                   | SST    | -11:00:00  | f
 Pacific/Nauru                    | +12    | 12:00:00   | f
 Pacific/Niue                     | -11    | -11:00:00  | f
 Pacific/Norfolk                  | +11    | 11:00:00   | f
 Pacific/Noumea                   | +11    | 11:00:00   | f
 Pacific/Pago_Pago                | SST    | -11:00:00  | f
 Pacific/Palau                    | +09    | 09:00:00   | f
 Pacific/Pitcairn                 | -08    | -08:00:00  | f
 Pacific/Pohnpei                  | +11    | 11:00:00   | f
 Pacific/Ponape                   | +11    | 11:00:00   | f
 Pacific/Port_Moresby             | +10    | 10:00:00   | f
 Pacific/Rarotonga                | -10    | -10:00:00  | f
 Pacific/Saipan                   | ChST   | 10:00:00   | f
 Pacific/Samoa                    | SST    | -11:00:00  | f
 Pacific/Tahiti                   | -10    | -10:00:00  | f
 Pacific/Tarawa                   | +12    | 12:00:00   | f
 Pacific/Tongatapu                | +13    | 13:00:00   | f
 Pacific/Truk                     | +10    | 10:00:00   | f
 Pacific/Wake                     | +12    | 12:00:00   | f
 Pacific/Wallis                   | +12    | 12:00:00   | f
 Pacific/Yap                      | +10    | 10:00:00   | f
 Poland                           | CEST   | 02:00:00   | t
 Portugal                         | WEST   | 01:00:00   | t
 PRC                              | CST    | 08:00:00   | f
 PST8PDT                          | PDT    | -07:00:00  | t
 ROC                              | CST    | 08:00:00   | f
 ROK                              | KST    | 09:00:00   | f
 Singapore                        | +08    | 08:00:00   | f
 Turkey                           | +03    | 03:00:00   | f
 UCT                              | UTC    | 00:00:00   | f
 Universal                        | UTC    | 00:00:00   | f
 US/Alaska                        | AKDT   | -08:00:00  | t
 US/Aleutian                      | HDT    | -09:00:00  | t
 US/Arizona                       | MST    | -07:00:00  | f
 US/Central                       | CDT    | -05:00:00  | t
 US/East-Indiana                  | EDT    | -04:00:00  | t
 US/Eastern                       | EDT    | -04:00:00  | t
 US/Hawaii                        | HST    | -10:00:00  | f
 US/Indiana-Starke                | CDT    | -05:00:00  | t
 US/Michigan                      | EDT    | -04:00:00  | t
 US/Mountain                      | MDT    | -06:00:00  | t
 US/Pacific                       | PDT    | -07:00:00  | t
 US/Samoa                         | SST    | -11:00:00  | f
 UTC                              | UTC    | 00:00:00   | f
 W-SU                             | MSK    | 03:00:00   | f
 WET                              | WEST   | 01:00:00   | t
 Zulu                             | UTC    | 00:00:00   | f
(594 строки)

              name              | abbrev | utc_offset | is_dst 
--------------------------------+--------+------------+--------
 Africa/Ceuta                   | CEST   | 02:00:00   | t
 America/Adak                   | HDT    | -09:00:00  | t
 America/Anchorage              | AKDT   | -08:00:00  | t
 America/Atka                   | HDT    | -09:00:00  | t
 America/Bahia_Banderas         | CDT    | -05:00:00  | t
 America/Boise                  | MDT    | -06:00:00  | t
 America/Cambridge_Bay          | MDT    | -06:00:00  | t
 America/Chicago                | CDT    | -05:00:00  | t
 America/Chihuahua              | MDT    | -06:00:00  | t
 America/Denver                 | MDT    | -06:00:00  | t
 America/Detroit                | EDT    | -04:00:00  | t
 America/Edmonton               | MDT    | -06:00:00  | t
 America/Ensenada               | PDT    | -07:00:00  | t
 America/Fort_Wayne             | EDT    | -04:00:00  | t
 America/Glace_Bay              | ADT    | -03:00:00  | t
 America/Godthab                | -02    | -02:00:00  | t
 America/Goose_Bay              | ADT    | -03:00:00  | t
 America/Grand_Turk             | EDT    | -04:00:00  | t
 America/Halifax                | ADT    | -03:00:00  | t
 America/Havana                 | CDT    | -04:00:00  | t
 America/Indiana/Indianapolis   | EDT    | -04:00:00  | t
 America/Indiana/Knox           | CDT    | -05:00:00  | t
 America/Indiana/Marengo        | EDT    | -04:00:00  | t
 America/Indiana/Petersburg     | EDT    | -04:00:00  | t
 America/Indiana/Tell_City      | CDT    | -05:00:00  | t
 America/Indiana/Vevay          | EDT    | -04:00:00  | t
 America/Indiana/Vincennes      | EDT    | -04:00:00  | t
 America/Indiana/Winamac        | EDT    | -04:00:00  | t
 America/Indianapolis           | EDT    | -04:00:00  | t
 America/Inuvik                 | MDT    | -06:00:00  | t
 America/Iqaluit                | EDT    | -04:00:00  | t
 America/Juneau                 | AKDT   | -08:00:00  | t
 America/Kentucky/Louisville    | EDT    | -04:00:00  | t
 America/Kentucky/Monticello    | EDT    | -04:00:00  | t
 America/Knox_IN                | CDT    | -05:00:00  | t
 America/Los_Angeles            | PDT    | -07:00:00  | t
 America/Louisville             | EDT    | -04:00:00  | t
 America/Matamoros              | CDT    | -05:00:00  | t
 America/Mazatlan               | MDT    | -06:00:00  | t
 America/Menominee              | CDT    | -05:00:00  | t
 America/Merida                 | CDT    | -05:00:00  | t
 America/Metlakatla             | AKDT   | -08:00:00  | t
 America/Mexico_City            | CDT    | -05:00:00  | t
 America/Miquelon               | -02    | -02:00:00  | t
 America/Moncton                | ADT    | -03:00:00  | t
 America/Monterrey              | CDT    | -05:00:00  | t
 America/Montreal               | EDT    | -04:00:00  | t
 America/Nassau                 | EDT    | -04:00:00  | t
 America/New_York               | EDT    | -04:00:00  | t
 America/Nipigon                | EDT    | -04:00:00  | t
 America/Nome                   | AKDT   | -08:00:00  | t
 America/North_Dakota/Beulah    | CDT    | -05:00:00  | t
 America/North_Dakota/Center    | CDT    | -05:00:00  | t
 America/North_Dakota/New_Salem | CDT    | -05:00:00  | t
 America/Nuuk                   | -02    | -02:00:00  | t
 America/Ojinaga                | MDT    | -06:00:00  | t
 America/Pangnirtung            | EDT    | -04:00:00  | t
 America/Port-au-Prince         | EDT    | -04:00:00  | t
 America/Rainy_River            | CDT    | -05:00:00  | t
 America/Rankin_Inlet           | CDT    | -05:00:00  | t
 America/Resolute               | CDT    | -05:00:00  | t
 America/Santa_Isabel           | PDT    | -07:00:00  | t
 America/Scoresbysund           | +00    | 00:00:00   | t
 America/Shiprock               | MDT    | -06:00:00  | t
 America/Sitka                  | AKDT   | -08:00:00  | t
 America/St_Johns               | NDT    | -02:30:00  | t
 America/Thule                  | ADT    | -03:00:00  | t
 America/Thunder_Bay            | EDT    | -04:00:00  | t
 America/Tijuana                | PDT    | -07:00:00  | t
 America/Toronto                | EDT    | -04:00:00  | t
 America/Vancouver              | PDT    | -07:00:00  | t
 America/Winnipeg               | CDT    | -05:00:00  | t
 America/Yakutat                | AKDT   | -08:00:00  | t
 America/Yellowknife            | MDT    | -06:00:00  | t
 Antarctica/Troll               | +02    | 02:00:00   | t
 Arctic/Longyearbyen            | CEST   | 02:00:00   | t
 Asia/Amman                     | EEST   | 03:00:00   | t
 Asia/Beirut                    | EEST   | 03:00:00   | t
 Asia/Damascus                  | EEST   | 03:00:00   | t
 Asia/Famagusta                 | EEST   | 03:00:00   | t
 Asia/Gaza                      | EEST   | 03:00:00   | t
 Asia/Hebron                    | EEST   | 03:00:00   | t
 Asia/Jerusalem                 | IDT    | 03:00:00   | t
 Asia/Nicosia                   | EEST   | 03:00:00   | t
 Asia/Tehran                    | +0430  | 04:30:00   | t
 Asia/Tel_Aviv                  | IDT    | 03:00:00   | t
 Atlantic/Azores                | +00    | 00:00:00   | t
 Atlantic/Bermuda               | ADT    | -03:00:00  | t
 Atlantic/Canary                | WEST   | 01:00:00   | t
 Atlantic/Faeroe                | WEST   | 01:00:00   | t
 Atlantic/Faroe                 | WEST   | 01:00:00   | t
 Atlantic/Jan_Mayen             | CEST   | 02:00:00   | t
 Atlantic/Madeira               | WEST   | 01:00:00   | t
 Canada/Atlantic                | ADT    | -03:00:00  | t
 Canada/Central                 | CDT    | -05:00:00  | t
 Canada/Eastern                 | EDT    | -04:00:00  | t
 Canada/Mountain                | MDT    | -06:00:00  | t
 Canada/Newfoundland            | NDT    | -02:30:00  | t
 Canada/Pacific                 | PDT    | -07:00:00  | t
 CET                            | CEST   | 02:00:00   | t
 CST6CDT                        | CDT    | -05:00:00  | t
 Cuba                           | CDT    | -04:00:00  | t
 EET                            | EEST   | 03:00:00   | t
 EST5EDT                        | EDT    | -04:00:00  | t
 Europe/Amsterdam               | CEST   | 02:00:00   | t
 Europe/Andorra                 | CEST   | 02:00:00   | t
 Europe/Athens                  | EEST   | 03:00:00   | t
 Europe/Belfast                 | BST    | 01:00:00   | t
 Europe/Belgrade                | CEST   | 02:00:00   | t
 Europe/Berlin                  | CEST   | 02:00:00   | t
 Europe/Bratislava              | CEST   | 02:00:00   | t
 Europe/Brussels                | CEST   | 02:00:00   | t
 Europe/Bucharest               | EEST   | 03:00:00   | t
 Europe/Budapest                | CEST   | 02:00:00   | t
 Europe/Busingen                | CEST   | 02:00:00   | t
 Europe/Chisinau                | EEST   | 03:00:00   | t
 Europe/Copenhagen              | CEST   | 02:00:00   | t
 Europe/Gibraltar               | CEST   | 02:00:00   | t
 Europe/Guernsey                | BST    | 01:00:00   | t
 Europe/Helsinki                | EEST   | 03:00:00   | t
 Europe/Isle_of_Man             | BST    | 01:00:00   | t
 Europe/Jersey                  | BST    | 01:00:00   | t
 Europe/Kiev                    | EEST   | 03:00:00   | t
 Europe/Lisbon                  | WEST   | 01:00:00   | t
 Europe/Ljubljana               | CEST   | 02:00:00   | t
 Europe/London                  | BST    | 01:00:00   | t
 Europe/Luxembourg              | CEST   | 02:00:00   | t
 Europe/Madrid                  | CEST   | 02:00:00   | t
 Europe/Malta                   | CEST   | 02:00:00   | t
 Europe/Mariehamn               | EEST   | 03:00:00   | t
 Europe/Monaco                  | CEST   | 02:00:00   | t
 Europe/Nicosia                 | EEST   | 03:00:00   | t
 Europe/Oslo                    | CEST   | 02:00:00   | t
 Europe/Paris                   | CEST   | 02:00:00   | t
 Europe/Podgorica               | CEST   | 02:00:00   | t
 Europe/Prague                  | CEST   | 02:00:00   | t
 Europe/Riga                    | EEST   | 03:00:00   | t
 Europe/Rome                    | CEST   | 02:00:00   | t
 Europe/San_Marino              | CEST   | 02:00:00   | t
 Europe/Sarajevo                | CEST   | 02:00:00   | t
 Europe/Skopje                  | CEST   | 02:00:00   | t
 Europe/Sofia                   | EEST   | 03:00:00   | t
 Europe/Stockholm               | CEST   | 02:00:00   | t
 Europe/Tallinn                 | EEST   | 03:00:00   | t
 Europe/Tirane                  | CEST   | 02:00:00   | t
 Europe/Tiraspol                | EEST   | 03:00:00   | t
 Europe/Uzhgorod                | EEST   | 03:00:00   | t
 Europe/Vaduz                   | CEST   | 02:00:00   | t
 Europe/Vatican                 | CEST   | 02:00:00   | t
 Europe/Vienna                  | CEST   | 02:00:00   | t
 Europe/Vilnius                 | EEST   | 03:00:00   | t
 Europe/Warsaw                  | CEST   | 02:00:00   | t
 Europe/Zagreb                  | CEST   | 02:00:00   | t
 Europe/Zaporozhye              | EEST   | 03:00:00   | t
 Europe/Zurich                  | CEST   | 02:00:00   | t
 GB                             | BST    | 01:00:00   | t
 GB-Eire                        | BST    | 01:00:00   | t
